"Facility Name","Facility Address","Latitude","Longitude","NAICS Code","NAICS Description","Pollutant","Source Type","Emissions in Tons","Year"
"VALLEY CASEWORK INC","585          VERNON WY","32.8120","-116.969","337122","Nonupholstered Wood Household Furniture Manufacturing","Volatile Organic Compounds","Miscellaneous","80.70161","2008"
"ZANKER ROAD MATERIAL PROCESSIN","675 LOS ESTEROS ROAD","37.4315","-121.953","562211","Hazardous Waste Treatment and Disposal","PM2.5 Primary (Filt + Cond","Miscellaneous","8.561712","2008"
"ZANKER ROAD MATERIAL PROCESSIN","675 LOS ESTEROS ROAD","37.4315","-121.953","562211","Hazardous Waste Treatment and Disposal","PM10","Miscellaneous","8.975296","2008"
"PERKIN ELMER, INC - OPTOELECTR","2175 MISSION COLLEGE BLVD","37.3866","-121.963","335110","Electric Lamp Bulb and Part Manufacturing","Volatile Organic Compounds","Miscellaneous","5.5286714","2008"
"MILLBROOK BAKING CO","1955         JULIAN AV","32.7020","-117.142","311812","Commercial Bakeries","Volatile Organic Compounds","Miscellaneous","15.03178552","2008"
"CALIFORNIA PACIFIC MEDICAL CEN","CASTRO & DUBOCE STREET","37.7682","-122.435","622110","General Medical and Surgical Hospitals","Nitrogen Oxides","Institutional - schools, hospitals, prisons","7.774","2008"
"NATIONAL PARK SERVICE","ALCATRAZ ISLAND","33.3706","-115.642","924120","Administration of Conservation Programs","Nitrogen Oxides","Miscellaneous","7.554","2008"
"GAS RECOVERY SYSTEMS, INC","15999 GUADALUPE MINES RD","37.2100","-121.900","221112","Fossil Fuel Electric Power Generation","Volatile Organic Compounds","Electricity Generation via Combustion","13.98018","2008"
"GAS RECOVERY SYSTEMS, INC","15999 GUADALUPE MINES RD","37.2100","-121.900","221112","Fossil Fuel Electric Power Generation","Nitrogen Oxides","Electricity Generation via Combustion","69.379","2008"
"GAS RECOVERY SYSTEMS, INC","15999 GUADALUPE MINES RD","37.2100","-121.900","221112","Fossil Fuel Electric Power Generation","Carbon Monoxide","Electricity Generation via Combustion","136.247","2008"
"GAS RECOVERY SYSTEMS, INC","1804 DIXON LANDING RD","37.4514","-121.924","562211","Hazardous Waste Treatment and Disposal","Volatile Organic Compounds","Miscellaneous","29.42014","2008"
"GAS RECOVERY SYSTEMS, INC","1804 DIXON LANDING RD","37.4514","-121.924","562211","Hazardous Waste Treatment and Disposal","Nitrogen Oxides","Miscellaneous","116.928","2008"
"GAS RECOVERY SYSTEMS, INC","1804 DIXON LANDING RD","37.4514","-121.924","562211","Hazardous Waste Treatment and Disposal","Carbon Monoxide","Miscellaneous","292.117","2008"
"COSTA VERDE CAR WASH INC","8505         COSTA VERDE BL","32.8670","-117.216","447110","Gasoline Stations with Convenience Stores","Volatile Organic Compounds","Gasoline/Diesel Service Station","5.07117","2008"
"SENTINEL CREMATION SOCIETIES I","4080 HORTON STREET","37.8291","-122.287","812210","Funeral Homes and Funeral Services","Carbon Monoxide","Crematories - Human","13.469","2008"
"LAKE JENNINGS ARCO","14039        HY 8 BUSINESS","32.8450","-116.883","447110","Gasoline Stations with Convenience Stores","Volatile Organic Compounds","Gasoline/Diesel Service Station","5.08113","2008"
"ACACIA GASOLINE & CARWASH OF CARMEL VALLEY LLC","3861         VALLEY CENTER DR","32.9380","-117.231","447110","Gasoline Stations with Convenience Stores","Volatile Organic Compounds","Gasoline/Diesel Service Station","7.03388","2008"
"COSTCO GASOLINE FACILITY #403","101          TOWN CENTER PY","32.8410","-116.989","447110","Gasoline Stations with Convenience Stores","Volatile Organic Compounds","Gasoline/Diesel Service Station","12.2047","2008"
"COSTCO GASOLINE FACILITY #781","1144         BROADWAY","32.6090","-117.081","447110","Gasoline Stations with Convenience Stores","Volatile Organic Compounds","Gasoline/Diesel Service Station","8.82722","2008"
"DIMENSION ONE SPAS","2611         BUSINESS PARK DR","33.1480","-117.233","423910","Sporting and Recreational Goods and Supplies Merchant Wholesalers","Volatile Organic Compounds","Miscellaneous","6.51928430347","2008"
"COSTCO GASOLINE FACILITY #483","650          GATEWAY CTR DR","32.7120","-117.114","447110","Gasoline Stations with Convenience Stores","Volatile Organic Compounds","Gasoline/Diesel Service Station","10.511","2008"
"ROHR INC","850          LAGOON DR","32.6360","-117.100","332912","Fluid Power Valve and Hose Fitting Manufacturing","Nitrogen Oxides","Miscellaneous","8.73591","2008"
"ROHR INC","850          LAGOON DR","32.6360","-117.100","332912","Fluid Power Valve and Hose Fitting Manufacturing","Carbon Monoxide","Miscellaneous","41.485609","2008"
"ROHR INC","850          LAGOON DR","32.6360","-117.100","332912","Fluid Power Valve and Hose Fitting Manufacturing","Volatile Organic Compounds","Miscellaneous","87.358213554","2008"
"GHIRARDELLI CHOCOLATE CO","1111 139TH AVENUE","37.7090","-122.142","311320","Chocolate and Confectionery Manufacturing from Cacao Beans","Volatile Organic Compounds","Miscellaneous","10.2262976","2008"
"OLS ENERGY-CHINO","5601 EUCALYPTUS AVE","33.9901","-117.683","221119","Other Electric Power Generation","PM2.5 Primary (Filt + Cond","Miscellaneous","8.191575704","2008"
"OLS ENERGY-CHINO","5601 EUCALYPTUS AVE","33.9901","-117.683","221119","Other Electric Power Generation","Ammonia","Miscellaneous","8.774125","2008"
"OLS ENERGY-CHINO","5601 EUCALYPTUS AVE","33.9901","-117.683","221119","Other Electric Power Generation","PM10","Miscellaneous","10.10072098","2008"
"OLS ENERGY-CHINO","5601 EUCALYPTUS AVE","33.9901","-117.683","221119","Other Electric Power Generation","Nitrogen Oxides","Miscellaneous","11.850394316","2008"
"OLS ENERGY-CHINO","5601 EUCALYPTUS AVE","33.9901","-117.683","221119","Other Electric Power Generation","Carbon Monoxide","Miscellaneous","53.691785","2008"
"NEYENESCH PRINTERS INC","2750         KETTNER BL","32.7320","-117.173","323110","Commercial Lithographic Printing","Volatile Organic Compounds","Miscellaneous","7.58","2008"
"CHEVRON PRODUCTS COMPANY","PLOT 24, SF INT'L AIRPORT","37.6384","-122.386","424710","Petroleum Bulk Stations and Terminals","Volatile Organic Compounds","Miscellaneous","12.3788468","2008"
"MARTIN OPERATING PARTNERSHIP LP","2717 W. WASHINGTON STREET","37.9463","-121.334","325320","Pesticide and Other Agricultural Chemical Manufacturing","Nitrogen Oxides","Miscellaneous","5.182","2008"
"MARTIN OPERATING PARTNERSHIP LP","2717 W. WASHINGTON STREET","37.9463","-121.334","325320","Pesticide and Other Agricultural Chemical Manufacturing","Volatile Organic Compounds","Miscellaneous","10.5065","2008"
"HORIZON MILLING, LLC","3939 PRODUCERS DR","37.9096","-121.269","311211","Flour Milling","PM10","Miscellaneous","6.1661005","2008"
"CALIFORNIA SPRAY DRY CO","4221 E MARIPOSA RD","37.9269","-121.218","311613","Rendering and Meat Byproduct Processing","Nitrogen Oxides","Miscellaneous","8.3873791","2008"
"R J MCGLENNON CO, INC","198 UTAH STREET","37.7655","-122.406","325510","Paint and Coating Manufacturing","Volatile Organic Compounds","Miscellaneous","16.6792537","2008"
"SAN FRANCISCO INTERNATIONAL AI","SF INT'L AIRPORT","37.6230","-122.392","488119","Other Airport Operations","Volatile Organic Compounds","Miscellaneous","6.0367051","2008"
"SAN FRANCISCO INTERNATIONAL AI","SF INT'L AIRPORT","37.6230","-122.392","488119","Other Airport Operations","Carbon Monoxide","Miscellaneous","8.85","2008"
"SAN FRANCISCO INTERNATIONAL AI","SF INT'L AIRPORT","37.6230","-122.392","488119","Other Airport Operations","Nitrogen Oxides","Miscellaneous","28.847","2008"
"UNIVERSITY OF SAN FRANCISCO","2130 FULTON STREET","37.7746","-122.450","611310","Colleges, Universities, and Professional Schools","Nitrogen Oxides","Institutional - schools, hospitals, prisons","5.176","2008"
"UNIVERSITY OF SAN FRANCISCO","2130 FULTON STREET","37.7746","-122.450","611310","Colleges, Universities, and Professional Schools","Volatile Organic Compounds","Institutional - schools, hospitals, prisons","7.7483406","2008"
"PAN-GLO SERVICES,INC","1500 CUSTER AVENUE","37.7414","-122.389","332812","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers","Volatile Organic Compounds","Miscellaneous","7.1892855","2008"
"UCSF/PARNASSUS","3RD AVENUE & PARNASSUS","37.7618","-122.459","622110","General Medical and Surgical Hospitals","PM2.5 Primary (Filt + Cond","Institutional - schools, hospitals, prisons","6.822244","2008"
"UCSF/PARNASSUS","3RD AVENUE & PARNASSUS","37.7618","-122.459","622110","General Medical and Surgical Hospitals","PM10","Institutional - schools, hospitals, prisons","6.854943","2008"
"UCSF/PARNASSUS","3RD AVENUE & PARNASSUS","37.7618","-122.459","622110","General Medical and Surgical Hospitals","Carbon Monoxide","Institutional - schools, hospitals, prisons","16.926","2008"
"UCSF/PARNASSUS","3RD AVENUE & PARNASSUS","37.7618","-122.459","622110","General Medical and Surgical Hospitals","Nitrogen Oxides","Institutional - schools, hospitals, prisons","31.203","2008"
"VULCAN MATERIALS CO WESTERN DIVISION","5745         MISSION CENTER RD","32.7780","-117.155","212319","Other Crushed and Broken Stone Mining and Quarrying","Carbon Monoxide","Miscellaneous","18.93","2008"
"VULCAN MATERIALS CO WESTERN DIVISION","5745         MISSION CENTER RD","32.7780","-117.155","212319","Other Crushed and Broken Stone Mining and Quarrying","PM2.5 Primary (Filt + Cond","Miscellaneous","33.52204395","2008"
"VULCAN MATERIALS CO WESTERN DIVISION","5745         MISSION CENTER RD","32.7780","-117.155","212319","Other Crushed and Broken Stone Mining and Quarrying","PM10","Miscellaneous","58.49422","2008"
"QUALCOMM INC","5555         MOREHOUSE DR","32.8960","-117.197","221111","Hydroelectric Power Generation","Carbon Monoxide","Miscellaneous","6.5171","2008"
"QUALCOMM INC","5555         MOREHOUSE DR","32.8960","-117.197","221111","Hydroelectric Power Generation","Nitrogen Oxides","Miscellaneous","26.1","2008"
"THURSTON COMPANIES","2375         VALLEY PY E","33.1407","-117.045","447110","Gasoline Stations with Convenience Stores","Volatile Organic Compounds","Gasoline/Diesel Service Station","5.48961","2008"
"HANSON AGGREGATES PACIFIC SOUTHWEST INC","5330         OTAY VALLEY RD","32.5950","-117.043","212319","Other Crushed and Broken Stone Mining and Quarrying","PM2.5 Primary (Filt + Cond","Miscellaneous","26.85965","2008"
"HANSON AGGREGATES PACIFIC SOUTHWEST INC","5330         OTAY VALLEY RD","32.5950","-117.043","212319","Other Crushed and Broken Stone Mining and Quarrying","PM10","Miscellaneous","47.04168","2008"
"WEST VALLEY COTTON GROWERS","10030 W MT WHITNEY AVE","36.4301","-119.978","115111","Cotton Ginning","PM10","Miscellaneous","6.73422","2008"
"AIRWAYS GIN, INC.","13045 W GALE AVE","36.1813","-120.032","115111","Cotton Ginning","PM10","Miscellaneous","11.3833","2008"
"CEMEX CONSTRUCTION MATERIALS P","515 MITCHELL CANYON RD","37.9300","-121.942","212312","Crushed and Broken Limestone Mining and Quarrying","PM10","Miscellaneous","20.9233916","2008"
"CROCKETT COGENERATION, A CAL L","550 LORING AVENUE","38.0542","-122.218","221112","Fossil Fuel Electric Power Generation","PM2.5 Primary (Filt + Cond","Electricity Generation via Combustion","22.7938008","2008"
"CROCKETT COGENERATION, A CAL L","550 LORING AVENUE","38.0542","-122.218","221112","Fossil Fuel Electric Power Generation","PM10","Electricity Generation via Combustion","22.833135","2008"
"CROCKETT COGENERATION, A CAL L","550 LORING AVENUE","38.0542","-122.218","221112","Fossil Fuel Electric Power Generation","Carbon Monoxide","Electricity Generation via Combustion","37.357","2008"
"CROCKETT COGENERATION, A CAL L","550 LORING AVENUE","38.0542","-122.218","221112","Fossil Fuel Electric Power Generation","Nitrogen Oxides","Electricity Generation via Combustion","76.873","2008"
"CROCKETT COGENERATION, A CAL L","550 LORING AVENUE","38.0542","-122.218","221112","Fossil Fuel Electric Power Generation","Ammonia","Electricity Generation via Combustion","107.183896","2008"
"HANSON AGGREGATES","PINE HOLLOW ROAD","37.9393","-121.943","212319","Other Crushed and Broken Stone Mining and Quarrying","PM10","Miscellaneous","10.8088","2008"
"KIE-CON","3551 WILBUR AVENUE","38.0115","-121.752","333120","Construction Machinery Manufacturing","Nitrogen Oxides","Miscellaneous","18.118","2008"
"CENTRAL CONTRA COSTA SANITARY","5019 IMHOFF PLACE","37.9960","-122.067","221320","Sewage Treatment Facilities","Ammonia","Wastewater Treatment Facility","20.0192","2008"
"CENTRAL CONTRA COSTA SANITARY","5019 IMHOFF PLACE","37.9960","-122.067","221320","Sewage Treatment Facilities","Carbon Monoxide","Wastewater Treatment Facility","25.403","2008"
"CENTRAL CONTRA COSTA SANITARY","5019 IMHOFF PLACE","37.9960","-122.067","221320","Sewage Treatment Facilities","Volatile Organic Compounds","Wastewater Treatment Facility","29.4352821","2008"
"CENTRAL CONTRA COSTA SANITARY","5019 IMHOFF PLACE","37.9960","-122.067","221320","Sewage Treatment Facilities","Nitrogen Oxides","Wastewater Treatment Facility","71.183","2008"
"YUBA RIVER MOULDING & MILLWORK","3757 FEATHER RIVER BLVD.","39.0460","-121.579","321911","Wood Window and Door Manufacturing","PM2.5 Primary (Filt + Cond","Miscellaneous","11.7772148","2008"
"YUBA RIVER MOULDING & MILLWORK","3757 FEATHER RIVER BLVD.","39.0460","-121.579","321911","Wood Window and Door Manufacturing","PM10","Miscellaneous","11.77904","2008"
"DIST 10 DRYER","8969 HIGHWAY 70","39.2224","-121.601","115114","Postharvest Crop Activities (except Cotton Ginning)","PM2.5 Primary (Filt + Cond","Miscellaneous","9.015978","2008"
"DIST 10 DRYER","8969 HIGHWAY 70","39.2224","-121.601","115114","Postharvest Crop Activities (except Cotton Ginning)","PM10","Miscellaneous","20.382608","2008"
"MATHEWS RICE DRYER","8800 MATHEWS LANE","39.2144","-121.544","115114","Postharvest Crop Activities (except Cotton Ginning)","PM10","Miscellaneous","23.91238","2008"
"SHINTAFFER FARMS","1888 WOODRUFF LANE","39.2139","-121.545","115114","Postharvest Crop Activities (except Cotton Ginning)","PM10","Miscellaneous","5.222565","2008"
"BEALE AFB W/AAFES CY2008","9 CES/CEAN   6601 B ST","39.1463","-121.427","928110","National Security","Nitrogen Oxides","Military Base","10.46381","2008"
"WEST KERN WATER DISTRICT","HWY 119 & CA AQUEDUCT","35.2643","-119.310","221310","Water Supply and Irrigation Systems","Carbon Monoxide","Miscellaneous","42.723072","2008"
"WEST KERN WATER DISTRICT","STATION B-2","35.1470","-119.453","221310","Water Supply and Irrigation Systems","Carbon Monoxide","Miscellaneous","23.299498","2008"
"WEST KERN WATER DISTRICT","STATION G","35.1470","-119.453","221310","Water Supply and Irrigation Systems","Carbon Monoxide","Miscellaneous","25.645765","2008"
"BERRY PETROLEUM COMPANY","STATIONARY OIL PRODUCTION TANK","35.3451","-119.047","211111","Crude Petroleum and Natural Gas Extraction","Sulfur Dioxide","Miscellaneous","5.2256352","2008"
"BERRY PETROLEUM COMPANY","STATIONARY OIL PRODUCTION TANK","35.3451","-119.047","211111","Crude Petroleum and Natural Gas Extraction","Volatile Organic Compounds","Miscellaneous","6.7788455","2008"
"BERRY PETROLEUM COMPANY","STATIONARY OIL PRODUCTION TANK","35.3451","-119.047","211111","Crude Petroleum and Natural Gas Extraction","PM10","Miscellaneous","9.360792","2008"
"BERRY PETROLEUM COMPANY","STATIONARY OIL PRODUCTION TANK","35.3451","-119.047","211111","Crude Petroleum and Natural Gas Extraction","PM2.5 Primary (Filt + Cond","Miscellaneous","9.360792","2008"
"BERRY PETROLEUM COMPANY","STATIONARY OIL PRODUCTION TANK","35.3451","-119.047","211111","Crude Petroleum and Natural Gas Extraction","Nitrogen Oxides","Miscellaneous","12.29047","2008"
"SUNRISE POWER COMPANY","12857 SUNRISE POWER ROAD","35.2097","-119.585","221111","Hydroelectric Power Generation","Sulfur Dioxide","Electricity Generation via Combustion","7.54121","2008"
"SUNRISE POWER COMPANY","12857 SUNRISE POWER ROAD","35.2097","-119.585","221111","Hydroelectric Power Generation","Carbon Monoxide","Electricity Generation via Combustion","26.0681","2008"
"SUNRISE POWER COMPANY","12857 SUNRISE POWER ROAD","35.2097","-119.585","221111","Hydroelectric Power Generation","Ammonia","Electricity Generation via Combustion","50.5193","2008"
"SUNRISE POWER COMPANY","12857 SUNRISE POWER ROAD","35.2097","-119.585","221111","Hydroelectric Power Generation","PM2.5 Primary (Filt + Cond","Electricity Generation via Combustion","53.73500648","2008"
"SUNRISE POWER COMPANY","12857 SUNRISE POWER ROAD","35.2097","-119.585","221111","Hydroelectric Power Generation","PM10","Electricity Generation via Combustion","53.84409","2008"
"SUNRISE POWER COMPANY","12857 SUNRISE POWER ROAD","35.2097","-119.585","221111","Hydroelectric Power Generation","Nitrogen Oxides","Electricity Generation via Combustion","72.2251","2008"
"RIDGELINE OIL & ASPHALT CO","PANAMA LANE & PROGRESS RD","35.2872","-119.100","324122","Asphalt Shingle and Coating Materials Manufacturing","Carbon Monoxide","Miscellaneous","17.0779","2008"
"PARAMOUNT FARMS","3.5 MILES N. OF HWY 46 ON HWY 33","35.7886","-119.980","115114","Postharvest Crop Activities (except Cotton Ginning)","Nitrogen Oxides","Miscellaneous","11.010317","2008"
"OCCIDENTAL OF ELK HILLS, INC.","LIGHT OIL WESTERN","35.2732","-119.408","211111","Crude Petroleum and Natural Gas Extraction","Nitrogen Oxides","Miscellaneous","118.04986","2008"
"OCCIDENTAL OF ELK HILLS, INC.","LIGHT OIL WESTERN","35.2732","-119.408","211111","Crude Petroleum and Natural Gas Extraction","Volatile Organic Compounds","Miscellaneous","186.506874","2008"
"OCCIDENTAL OF ELK HILLS, INC.","LIGHT OIL WESTERN","35.2732","-119.408","211111","Crude Petroleum and Natural Gas Extraction","Carbon Monoxide","Miscellaneous","280.55422","2008"
"INERGY PROPANE INC","NORTH COLES LEVEE GAS PLANT","35.2733","-119.312","211112","Natural Gas Liquid Extraction","Volatile Organic Compounds","Miscellaneous","100.77975","2008"
"OGLEBAY NORTON INDUSTRIAL SAND","HWY 43 AND IMPERIAL STREET","35.5054","-119.286","212321","Construction Sand and Gravel Mining","PM2.5 Primary (Filt + Cond","Miscellaneous","5.119331036","2008"
"OGLEBAY NORTON INDUSTRIAL SAND","HWY 43 AND IMPERIAL STREET","35.5054","-119.286","212321","Construction Sand and Gravel Mining","PM10","Miscellaneous","22.111873421","2008"
"TEHACHAPI-CUMMINGS WATER DIST","WEST OF TEJON RANCH ROAD","35.0910","-118.673","221310","Water Supply and Irrigation Systems","Nitrogen Oxides","Miscellaneous","7.058569","2008"
"TEHACHAPI-CUMMINGS WATER DIST","WEST OF TEJON RANCH ROAD","35.0910","-118.673","221310","Water Supply and Irrigation Systems","Carbon Monoxide","Miscellaneous","35.5476675","2008"
"THREE BRAND CATTLE CO","34377 LERDO HWY","35.6706","-118.968","112112","Cattle Feedlots","Ammonia","Miscellaneous","29.78","2008"
"BIDART BROS. FEEDLOT","34741 7TH STANDARD ROAD","35.4410","-119.090","112112","Cattle Feedlots","Ammonia","Miscellaneous","8.3375","2008"
"BADGER CREEK LIMITED","5801 GRANITE ROAD","35.5850","-118.959","221122","Electric Power Distribution","Ammonia","Miscellaneous","24.75498","2008"
"LAS PALMAS OIL & DEHYDRATION","3121 STANDARD ST","35.3907","-119.048","324110","Petroleum Refineries","Volatile Organic Compounds","Miscellaneous","27.519044","2008"
"CALIFORNIA CRRCTNL INST-THCHP","END OF HIGHWAY 202","35.1154","-118.567","922140","Correctional Institutions","Carbon Monoxide","Miscellaneous","7.271","2008"
"CALIFORNIA CRRCTNL INST-THCHP","END OF HIGHWAY 202","35.1154","-118.567","922140","Correctional Institutions","PM2.5 Primary (Filt + Cond","Miscellaneous","7.70899","2008"
"CALIFORNIA CRRCTNL INST-THCHP","END OF HIGHWAY 202","35.1154","-118.567","922140","Correctional Institutions","PM10","Miscellaneous","8.13672","2008"
"CALIFORNIA CRRCTNL INST-THCHP","END OF HIGHWAY 202","35.1154","-118.567","922140","Correctional Institutions","Nitrogen Oxides","Miscellaneous","12.782","2008"
"KITCHEN WORKS, INC","37 DUFFY PLACE","37.9650","-122.521","337110","Wood Kitchen Cabinet and Countertop Manufacturing","Volatile Organic Compounds","Miscellaneous","8.252564","2008"
"CENTRAL MARIN SANITATION AGENC","ANDERSEN DRIVE, EAST END","37.9472","-122.494","221320","Sewage Treatment Facilities","Volatile Organic Compounds","Wastewater Treatment Facility","6.7112194","2008"
"CENTRAL MARIN SANITATION AGENC","ANDERSEN DRIVE, EAST END","37.9472","-122.494","221320","Sewage Treatment Facilities","Nitrogen Oxides","Wastewater Treatment Facility","14.288","2008"
"CENTRAL MARIN SANITATION AGENC","ANDERSEN DRIVE, EAST END","37.9472","-122.494","221320","Sewage Treatment Facilities","Carbon Monoxide","Wastewater Treatment Facility","32.776","2008"
"VENTURA PRINTING","200 NORTH ELEVAR ST.","34.2021","-119.138","323113","Commercial Screen Printing","Volatile Organic Compounds","Printing/Publishing","5.37338","2008"
"TEICHERT AGGREGATES - ASPHALT","3331 WALNUT AVE","39.1923","-121.493","324121","Asphalt Paving Mixture and Block Manufacturing","Volatile Organic Compounds","Hot Mix Asphalt Plant","9.2082","2008"
"TEICHERT AGGREGATES - ASPHALT","3331 WALNUT AVE","39.1923","-121.493","324121","Asphalt Paving Mixture and Block Manufacturing","Carbon Monoxide","Hot Mix Asphalt Plant","13.9225","2008"
"HUNTINGTON BEACH CITY, WATER DEPT","16221 GOTHARD ST","33.7270","-118.001","922160","Fire Protection","Carbon Monoxide","Miscellaneous","16.42","2008"
"MCP FOODS INC","424-25 S ATCHISON ST","33.8335","-117.907","311421","Fruit and Vegetable Canning","PM10","Miscellaneous","6.14930312","2008"
"MCP FOODS INC","424-25 S ATCHISON ST","33.8335","-117.907","311421","Fruit and Vegetable Canning","Volatile Organic Compounds","Miscellaneous","88.171575","2008"
"ORANGE COUNTY SANITATION DISTRICT","22212 BROOKHURST ST","33.6376","-117.963","221320","Sewage Treatment Facilities","PM2.5 Primary (Filt + Cond","Wastewater Treatment Facility","6.82403","2008"
"ORANGE COUNTY SANITATION DISTRICT","22212 BROOKHURST ST","33.6376","-117.963","221320","Sewage Treatment Facilities","PM10","Wastewater Treatment Facility","6.83556","2008"
"ORANGE COUNTY SANITATION DISTRICT","22212 BROOKHURST ST","33.6376","-117.963","221320","Sewage Treatment Facilities","Nitrogen Oxides","Wastewater Treatment Facility","35.58","2008"
"ORANGE COUNTY SANITATION DISTRICT","22212 BROOKHURST ST","33.6376","-117.963","221320","Sewage Treatment Facilities","Volatile Organic Compounds","Wastewater Treatment Facility","50.5323","2008"
"ORANGE COUNTY SANITATION DISTRICT","22212 BROOKHURST ST","33.6376","-117.963","221320","Sewage Treatment Facilities","Carbon Monoxide","Wastewater Treatment Facility","413.79","2008"
"THE EARTHGRAINS COMPANY","955 KENNEDY STREET","37.7771","-122.237","311812","Commercial Bakeries","Volatile Organic Compounds","Miscellaneous","16.6992994","2008"
"CREATIVE WOOD PRODUCTS","900A 77TH AVENUE","37.7503","-122.191","337211","Wood Office Furniture Manufacturing","Volatile Organic Compounds","Miscellaneous","15.2726038","2008"
"EAST BAY MUNICIPAL UTILITY DIS","2020 WAKE AVENUE","37.8256","-122.297","221320","Sewage Treatment Facilities","Sulfur Dioxide","Wastewater Treatment Facility","26.549","2008"
"EAST BAY MUNICIPAL UTILITY DIS","2020 WAKE AVENUE","37.8256","-122.297","221320","Sewage Treatment Facilities","Ammonia","Wastewater Treatment Facility","32.5215","2008"
"EAST BAY MUNICIPAL UTILITY DIS","2020 WAKE AVENUE","37.8256","-122.297","221320","Sewage Treatment Facilities","Volatile Organic Compounds","Wastewater Treatment Facility","40.0581356","2008"
"EAST BAY MUNICIPAL UTILITY DIS","2020 WAKE AVENUE","37.8256","-122.297","221320","Sewage Treatment Facilities","Nitrogen Oxides","Wastewater Treatment Facility","50.292","2008"
"EAST BAY MUNICIPAL UTILITY DIS","2020 WAKE AVENUE","37.8256","-122.297","221320","Sewage Treatment Facilities","Carbon Monoxide","Wastewater Treatment Facility","167.329","2008"
"MISSION VALLEY ROCK CO","7999 ATHENOUR WAY","37.5730","-121.882","423320","Brick, Stone, and Related Construction Material Merchant Wholesalers","PM10","Miscellaneous","8.532188","2008"
"A B & I FOUNDRY","7825 SAN LEANDRO ST","37.7479","-122.193","331511","Iron Foundries","PM2.5 Primary (Filt + Cond","Miscellaneous","15.851555","2008"
"A B & I FOUNDRY","7825 SAN LEANDRO ST","37.7479","-122.193","331511","Iron Foundries","PM10","Miscellaneous","26.003395","2008"
"A B & I FOUNDRY","7825 SAN LEANDRO ST","37.7479","-122.193","331511","Iron Foundries","Carbon Monoxide","Miscellaneous","65.556","2008"
"A B & I FOUNDRY","7825 SAN LEANDRO ST","37.7479","-122.193","331511","Iron Foundries","Nitrogen Oxides","Miscellaneous","66.966","2008"
"A B & I FOUNDRY","7825 SAN LEANDRO ST","37.7479","-122.193","331511","Iron Foundries","Sulfur Dioxide","Miscellaneous","100.694","2008"
"A B & I FOUNDRY","7825 SAN LEANDRO ST","37.7479","-122.193","331511","Iron Foundries","Volatile Organic Compounds","Miscellaneous","176.8632744","2008"
"B & P CULTURED MARBLE INC","1044 44TH AVENUE","37.7683","-122.215","326121","Unlaminated Plastics Profile Shape Manufacturing","Volatile Organic Compounds","Miscellaneous","8.4965058","2008"
"N VALLEY ROCK PROD LLC (CORD39)","COUNTY ROAD 39, NE OF WILLOWS","39.5813","-122.190","212321","Construction Sand and Gravel Mining","PM10","Miscellaneous","15.6920892","2008"
"PANOCHE GINNING CO","43890 W NORTH AVE","36.6916","-120.582","115111","Cotton Ginning","PM10","Miscellaneous","12.16238","2008"
"LARIO OIL AND GAS CO(BIG JAKE)","SO. OF RD. 9/BETWEEN 4TH & 5TH","39.7616","-122.091","211111","Crude Petroleum and Natural Gas Extraction","Carbon Monoxide","Miscellaneous","5.270612","2008"
"ELK CORPORATION OF TEXAS","6200 ZERKER ROAD","35.4978","-119.167","324122","Asphalt Shingle and Coating Materials Manufacturing","Volatile Organic Compounds","Miscellaneous","9.9809688","2008"
"PACIFIC GINNING CO. LLC","HIGHWAY 33 AND NEBRASKA","36.5597","-120.389","115111","Cotton Ginning","PM2.5 Primary (Filt + Cond","Miscellaneous","5.0059","2008"
"PACIFIC GINNING CO. LLC","HIGHWAY 33 AND NEBRASKA","36.5597","-120.389","115111","Cotton Ginning","PM10","Miscellaneous","17.5206","2008"
"ALUMINUM PRECISION PRODUCTS INC","2621 S SUSAN ST","33.7131","-117.914","331524","Aluminum Foundries (except Die-Casting)","Nitrogen Oxides","Miscellaneous","6.39","2008"
"ALUMINUM PRECISION PRODUCTS INC","2621 S SUSAN ST","33.7131","-117.914","331524","Aluminum Foundries (except Die-Casting)","Carbon Monoxide","Miscellaneous","10.55","2008"
"SO ORANGE CO. WASTEWATER AUTHORITY","34156 DEL OBISPO ST","33.4672","-117.686","211111","Crude Petroleum and Natural Gas Extraction","Carbon Monoxide","Wastewater Treatment Facility","12.3633134","2008"
"ANDERSON CLAYTON CORP/IDRIA #1","22110 W MT WHITNEY AVE","36.4331","-120.213","115111","Cotton Ginning","PM10","Miscellaneous","11.9049","2008"
"TAYLOR-DUNN MFG CO","2114 W BALL RD","33.8177","-117.956","333924","Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing","Volatile Organic Compounds","Miscellaneous","5.28","2008"
"RELIANT ENERGY-ORMOND BEACH GEN STATION","6635 SOUTH EDISON DRIVE","34.1292","-119.169","221112","Fossil Fuel Electric Power Generation","Volatile Organic Compounds","Electricity Generation via Combustion","5.94047","2008"
"RELIANT ENERGY-ORMOND BEACH GEN STATION","6635 SOUTH EDISON DRIVE","34.1292","-119.169","221112","Fossil Fuel Electric Power Generation","Ammonia","Electricity Generation via Combustion","6.81225","2008"
